In a hole in the ground there lived a hobbit. NA NA															
Pippin became drowsy again and paid little attention to Gandalf telling him of the customs of Gondor	and how the Lord of the City had beacons built on the tops of outlying hills along both borders of the great range	and maintained posts at these points where fresh horses were always in readiness to bear his errand-riders to Rohan in the North	or to Belfalas in the South. NA NA												
‘It is long since the beacons of the North were lit	’ he said; ‘and in the ancient days of Gondor they were not needed	for they had the Seven Stones.’ NA NA													
Pippin stirred uneasily. NA NA															
‘Sleep again	and do not be afraid!’ said Gandalf. NA NA														
‘For you are not going like Frodo to Mordor	but to Minas Tirith	and there you will be as safe as you can be anywhere in these days. NA NA													
If Gondor falls	or the Ring is taken	then the Shire will be no refuge.’ NA NA													
‘You do not comfort me	’ said Pippin	but nonetheless sleep crept over him. Metaphor  NA													
The last thing that he remembered before he fell into deep dream was a glimpse of high white peaks	glimmering like floating isles above the clouds as they caught the light of the westering moon. Simile  NA														
He wondered where Frodo was	and if he was already in Mordor	or if he was dead; and he did not know that Frodo from far away looked on that same moon as it set beyond Gondor ere the coming of the day. NA NA													
Pippin woke to the sound of voices. NA NA															
Another day of hiding and a night of journey had fleeted by. NA NA															
It was twilight: the cold dawn was at hand again	and chill grey mists were about them. NA NA														
Shadowfax stood steaming with sweat	but he held his neck proudly and showed no sign of weariness. NA NA														
Many tall men heavily cloaked stood beside him	and behind them in the mist loomed a wall of stone. NA NA														
Partly ruinous it seemed	but already before the night was passed the sound of hurried labour could be heard: beat of hammers	clink of trowels	and the creak of wheels. NA NA												
Torches and flares glowed dully here and there in the fog. NA NA															
Gandalf was speaking to the men that barred his way	and as he listened Pippin became aware that he himself was being discussed. NA NA														
‘Yea truly	we know you	Mithrandir	’ said the leader of the men	‘and you know the pass-words of the Seven Gates and are free to go forward. NA NA											
But we do not know your companion. NA NA															
What is he? NA NA															
A dwarf out of the mountains in the North? NA NA															
We wish for no strangers in the land at this time	unless they be mighty men of arms in whose faith and help we can trust.’ NA NA														
‘I will vouch for him before the seat of Denethor	’ said Gandalf. NA NA														
‘And as for valour	that cannot be computed by stature. NA NA														
He has passed through more battles and perils than you have	Ingold	though you be twice his height; and he comes now from the storming of Isengard	of which we bear tidings	and great weariness is on him	or I would wake him. NA NA										
His name is Peregrin	a very valiant man.’ NA NA														
‘Man?’ said Ingold dubiously	and the others laughed. NA NA														
‘Man!’ cried Pippin	now thoroughly roused. NA NA														
‘Man! Indeed not! I am a hobbit and no more valiant than I am a man	save perhaps now and again by necessity. NA NA														
